,year,conf_level,Intersection
22817,2024,low,No intersection
22818,2024,low,No intersection
22819,2023,high,No intersection
22820,2023,high,No intersection
22821,2023,high,No intersection
22822,2023,high,No intersection
22823,2023,high,No intersection
22824,2023,high,No intersection
22825,2023,high,No intersection
22826,2020,high,No intersection
22827,2020,high,No intersection
22828,2020,high,No intersection
22829,2020,high,No intersection
22830,2020,high,No intersection
22831,2020,high,No intersection
22832,2020,high,No intersection
22833,2022,high,No intersection
22834,2022,high,No intersection
22835,2022,high,No intersection
22836,2022,high,No intersection
22837,2021,high,No intersection
22838,2021,high,No intersection
22839,2023,high,No intersection
22840,2023,high,No intersection
22841,2023,high,No intersection
22842,2023,high,No intersection
22843,2023,high,No intersection
22844,2023,high,No intersection
22845,2023,high,No intersection
22846,2023,high,No intersection
22847,2023,high,No intersection
22848,2023,high,No intersection
22849,2024,high,No intersection
22850,2024,low,No intersection
22851,2024,low,No intersection
22852,2024,low,No intersection
22853,2024,low,No intersection
22854,2023,high,No intersection
22855,2023,high,No intersection
22856,2023,high,No intersection
22857,2023,high,No intersection
22858,2023,high,No intersection
22859,2024,high,No intersection
22860,2023,high,No intersection
22861,2020,high,No intersection
22862,2020,high,No intersection
22863,2020,high,No intersection
22864,2020,high,No intersection
22865,2020,high,No intersection
22866,2020,high,No intersection
22867,2020,high,No intersection
22868,2022,high,No intersection
22869,2022,high,No intersection
22870,2022,high,No intersection
22871,2021,high,No intersection
22872,2021,high,No intersection
22873,2021,high,No intersection
22874,2023,high,No intersection
22875,2023,high,No intersection
22876,2023,high,No intersection
22877,2023,high,No intersection
22878,2023,high,No intersection
22879,2023,high,No intersection
22880,2023,high,No intersection
22881,2023,high,No intersection
22882,2023,high,No intersection
22883,2023,high,No intersection
22884,2024,high,No intersection
22885,2024,low,No intersection
22886,2024,low,No intersection
22887,2023,high,No intersection
22888,2023,high,No intersection
22889,2023,high,No intersection
22890,2024,high,No intersection
22891,2024,high,No intersection
22892,2023,high,No intersection
22893,2023,high,No intersection
22894,2022,high,No intersection
22895,2020,high,No intersection
22896,2020,high,No intersection
22897,2020,high,No intersection
22898,2020,high,No intersection
22899,2020,high,No intersection
22900,2020,high,No intersection
22901,2020,high,No intersection
22902,2020,high,No intersection
22903,2022,high,No intersection
22904,2022,high,No intersection
22905,2023,high,No intersection
22906,2022,high,No intersection
22907,2021,high,No intersection
22908,2021,high,No intersection
22909,2021,high,No intersection
22910,2021,high,No intersection
22911,2023,high,No intersection
22912,2023,high,No intersection
22913,2023,high,No intersection
22914,2023,high,No intersection
22915,2023,high,No intersection
22916,2023,high,No intersection
22917,2023,high,No intersection
22918,2023,high,No intersection
22919,2023,high,No intersection
22920,2023,high,No intersection
22921,2023,high,No intersection
22922,2024,high,No intersection
22923,2024,low,No intersection
22924,2024,low,No intersection
22925,2023,high,No intersection
22926,2023,high,No intersection
22927,2023,high,No intersection
22928,2023,high,No intersection
22929,2020,high,No intersection
22930,2022,high,No intersection
22931,2022,high,No intersection
22932,2023,high,No intersection
22933,2022,high,No intersection
22934,2022,high,No intersection
22935,2022,high,No intersection
22936,2022,high,No intersection
22937,2020,high,No intersection
22938,2020,high,No intersection
22939,2020,high,No intersection
22940,2020,high,No intersection
22941,2020,high,No intersection
22942,2020,high,No intersection
22943,2020,high,No intersection
22944,2020,high,No intersection
22945,2020,high,No intersection
22946,2020,high,No intersection
22947,2020,high,No intersection
22948,2023,high,No intersection
22949,2023,high,No intersection
22950,2024,high,No intersection
22951,2023,high,No intersection
22952,2023,high,No intersection
22953,2021,high,No intersection
22954,2023,high,No intersection
22955,2023,high,No intersection
22956,2023,high,No intersection
22957,2023,high,No intersection
22958,2023,high,No intersection
22959,2023,high,No intersection
22960,2023,high,No intersection
22961,2023,high,No intersection
22962,2023,high,No intersection
22963,2023,high,No intersection
22964,2023,high,No intersection
22965,2024,low,No intersection
22966,2024,low,No intersection
22967,2023,high,No intersection
22968,2023,high,No intersection
22969,2023,high,No intersection
22970,2023,high,No intersection
22971,2020,high,No intersection
22972,2020,high,No intersection
22973,2020,high,No intersection
22974,2020,high,No intersection
22975,2022,high,No intersection
22976,2024,high,No intersection
22977,2023,high,No intersection
22978,2023,high,No intersection
22979,2022,high,No intersection
22980,2024,high,No intersection
22981,2020,high,No intersection
22982,2020,high,No intersection
22983,2020,high,No intersection
22984,2020,high,No intersection
22985,2020,high,No intersection
22986,2020,high,No intersection
22987,2020,high,No intersection
22988,2020,high,No intersection
22989,2020,high,No intersection
22990,2020,high,No intersection
22991,2020,high,No intersection
22992,2022,high,No intersection
22993,2023,high,No intersection
22994,2024,high,No intersection
22995,2023,high,No intersection
22996,2023,high,No intersection
22997,2023,high,No intersection
22998,2023,high,No intersection
22999,2023,high,No intersection
23000,2023,high,No intersection
23001,2023,high,No intersection
23002,2023,high,No intersection
23003,2023,high,No intersection
23004,2023,high,No intersection
23005,2024,high,No intersection
23006,2024,high,No intersection
23007,2024,high,No intersection
23008,2024,high,No intersection
23009,2024,low,No intersection
23010,2020,high,No intersection
23011,2020,high,No intersection
23012,2020,high,No intersection
23013,2020,high,No intersection
23014,2020,high,No intersection
23015,2020,high,No intersection
23016,2023,high,No intersection
23017,2023,low,No intersection
23018,2023,low,No intersection
23019,2024,low,No intersection
23020,2024,low,No intersection
23021,2024,low,No intersection
23022,2023,high,No intersection
23023,2023,high,No intersection
23024,2023,high,No intersection
23025,2020,high,No intersection
23026,2023,high,No intersection
23027,2023,high,No intersection
23028,2023,high,No intersection
23029,2023,high,No intersection
23030,2023,high,No intersection
23031,2020,high,No intersection
23032,2020,high,No intersection
23033,2020,high,No intersection
23034,2020,high,No intersection
23035,2022,high,No intersection
23036,2024,low,No intersection
23037,2023,low,No intersection
23038,2023,low,No intersection
23039,2023,low,No intersection
23040,2023,high,No intersection
23041,2023,high,No intersection
23042,2023,high,No intersection
23043,2023,high,No intersection
23044,2023,high,No intersection
23045,2023,high,No intersection
23046,2023,high,No intersection
23047,2023,high,No intersection
23048,2023,high,No intersection
23049,2020,high,No intersection
23050,2020,high,No intersection
23051,2020,high,No intersection
23052,2020,high,No intersection
23053,2023,high,No intersection
23054,2022,high,No intersection
23055,2023,high,No intersection
23056,2023,high,No intersection
23057,2023,high,No intersection
23058,2023,high,No intersection
23059,2023,high,No intersection
23060,2023,high,No intersection
23061,2023,high,No intersection
23062,2023,high,No intersection
23063,2023,high,No intersection
23064,2023,high,No intersection
23065,2020,high,No intersection
23066,2022,high,No intersection
23067,2022,high,No intersection
23068,2023,high,No intersection
23069,2023,high,No intersection
23070,2023,high,No intersection
23071,2023,high,No intersection
23072,2023,high,No intersection
23073,2023,high,No intersection
23074,2023,high,No intersection
23075,2023,high,No intersection
23076,2023,high,No intersection
23077,2023,high,No intersection
23078,2022,high,No intersection
23079,2022,high,No intersection
23080,2022,high,No intersection
23081,2022,high,No intersection
23082,2024,high,No intersection
23083,2024,high,No intersection
23084,2021,high,No intersection
23085,2024,high,No intersection
23086,2023,high,No intersection
23087,2023,high,No intersection
23088,2023,high,No intersection
23089,2023,high,No intersection
23090,2023,high,No intersection
23091,2023,high,No intersection
23092,2023,high,No intersection
23093,2023,high,No intersection
23094,2023,high,No intersection
23095,2023,high,No intersection
23096,2023,high,No intersection
23097,2023,high,No intersection
23098,2022,high,No intersection
23099,2022,high,No intersection
23100,2022,high,No intersection
23101,2023,high,No intersection
23102,2022,high,No intersection
23103,2022,high,No intersection
23104,2024,high,No intersection
23105,2024,high,No intersection
23106,2024,high,No intersection
23107,2023,high,No intersection
23108,2023,high,No intersection
23109,2023,high,No intersection
23110,2023,high,No intersection
23111,2023,high,No intersection
23112,2023,high,No intersection
23113,2022,high,No intersection
23114,2022,high,No intersection
23115,2022,high,No intersection
23116,2022,high,No intersection
23117,2022,high,No intersection
23118,2024,high,No intersection
23119,2024,high,No intersection
23120,2024,high,No intersection
23121,2023,high,No intersection
23122,2023,high,No intersection
23123,2023,high,No intersection
23124,2023,high,No intersection
23125,2023,high,No intersection
23126,2024,low,No intersection
23127,2024,high,No intersection
23128,2024,low,No intersection
23129,2023,high,No intersection
23130,2022,high,No intersection
23131,2022,high,No intersection
23132,2022,high,No intersection
23133,2022,high,No intersection
23134,2024,high,No intersection
23135,2022,high,No intersection
23136,2022,high,No intersection
23137,2024,high,No intersection
23138,2024,high,No intersection
23139,2024,high,No intersection
23140,2021,high,No intersection
23141,2024,high,No intersection
23142,2023,high,No intersection
23143,2023,high,No intersection
23144,2023,high,No intersection
23145,2023,high,No intersection
23146,2023,high,No intersection
23147,2024,high,No intersection
23148,2022,high,No intersection
23149,2022,high,No intersection
